tpl_uuid,repo_url
33f5c86bd99247d7b4dbebb81e84c896,https://github.com/festvox/flite.git
283f65acc422483ca24298a3ba6e0994,https://github.com/FFmpeg/FFmpeg.git
128960b0802341e796d7f0feb4500349,https://github.com/FFTW/fftw3.git
fd2be2b1562d429cbb3fa506021e39e8,https://github.com/file/file.git
fb3c6972ceaa40128cec747825c46199,https://github.com/flann-lib/flann.git
0cbd2d512b3b49dcb204525b33b1f168,https://github.com/flavio/qjson.git
a833012c48a34224879e2f4eef3ce8be,https://github.com/fletcher/MultiMarkdown-4.git
63adfa75ab694315ba2a31d4d5d79d7f,https://github.com/flexpaper/pdf2json.git
5c3e558bda4d40dca767e7834a22d1a0,https://github.com/fltk/fltk.git
5e1817b906b74c7ebbfdb6268aac4218,https://github.com/FluidSynth/fluidsynth.git
858f8e851f5c4b7fba3787cea90e47c1,https://github.com/flutter/engine.git
ff94ab0498454ca0b08fe9a98423ebf9,https://github.com/fmtlib/fmt.git
dffa48f2aa954f54a7289e6218661bcf,https://github.com/fnuecke/eris.git
d4b8af71cf004677b5120071be93b23e,https://github.com/foonathan/type_safe.git
84ed5cedc670465399c95a327d5cc0bb,https://github.com/frankosterfeld/qtkeychain.git
d308ed98fae2419bbba4cd8d3e6896f2,https://github.com/freedesktop/libXext.git
2b7c4574343b4ac6a5b138c01a38a496,https://github.com/freedesktop/pixman.git
3a80cf1395cf4ca5b61a53490e9ff912,https://github.com/freedesktop/poppler.git
a1230978c8e145dd999b11fcb0e47236,https://github.com/FreeJoy-Team/FreeJoy.git
9c840af47e1542efb89033b4805b870e,https://github.com/FreeRDP/FreeRDP.git
508ba3d6b7f044f5b23012e17763f9e6,https://github.com/FreeRTOS/FreeRTOS-Kernel.git
23a2daadf15c40a4aeb4df95a6fcf13a,https://github.com/FreeRTOS/FreeRTOS.git
b1e34c4f4b6a43a4983df7dbfd08ee8b,https://github.com/freetype/freetype.git
822000cd62104fc4a0f37c83f39f399f,https://github.com/fribidi/fribidi.git
9e246634980344a5854404cdf35a831a,https://github.com/ftylitak/qzxing.git
02646d889d7f4d1dbdd74caf5f3c4fed,https://github.com/fukuchi/libqrencode.git
1ea815d4b2314121b97ed015fef8e16d,https://github.com/fuzzylite/fuzzylite.git
318769158679452798acfaa77d226587,https://github.com/fvwmorg/fvwm.git
68717f99adfa4414b060e652b8f0bf0a,https://github.com/g-truc/glm.git
63cd83b22311436e9bd5641abc1a9e5e,https://github.com/gabime/spdlog.git
54c2ac5df98b4299940ed6ec8a601734,https://github.com/GameEngineering/EP01_SandSim.git
17ee03c9338a4cf9a263d39918f56706,https://github.com/gcc-mirror/gcc.git
b7077a2e35614d8abd8345e5d30aee54,https://github.com/gdraheim/zziplib.git
2a6dd336f95e4e42b2ad420d9ed08404,https://github.com/geany/geany.git
c4aa3c885bb649dfaad7b4e6aa555631,https://github.com/Genivia/RE-flex.git
c9af014f8f0741688d301d046db982c6,https://github.com/gflags/gflags.git
7529284d2d52421ebc597f36638671a8,https://github.com/ghaerr/microwindows.git
ecd77dbb13ff4dcf9c15bd2b371844fa,https://github.com/gianlucabertani/Objective-Zip.git
6047e1a680bc48cf8021a7a5c455c1f2,https://github.com/git/git.git
766389c4d9214e9d898d501a3c6afa08,https://github.com/github/putty.git
bc91110a60a44990a30b52fa753b1c06,https://github.com/glennrp/libpng.git
f6c918c71ad245a9a0f010e2f5ec0e99,https://github.com/glfw/glfw.git
1f8b9230c890412b9961ac1a6f99554c,https://github.com/GNOME/evince.git
